,location,size,total_sqft,bath,price,bhk
5557,Rachenahalli,2 BHK,1050.0,2.0,52.07,2
5559,Rachenahalli,2 BHK,1050.0,2.0,55.5,2
5561,Rachenahalli,2 BHK,1050.0,2.0,53.5,2
5563,Rachenahalli,2 BHK,1220.0,2.0,59.5,2
5564,Rachenahalli,2 BHK,1050.0,2.0,52.5,2
5566,Rachenahalli,2 BHK,1050.0,2.0,52.1,2
5567,Rachenahalli,2 BHK,1050.0,2.0,53.5,2
5568,Rachenahalli,2 BHK,1113.0,2.0,55.0,2
5569,Rachenahalli,4 BHK,3657.0,5.0,220.0,4
5573,Rachenahalli,1 BHK,680.0,1.0,32.64,1
5574,Rachenahalli,1 RK,412.5,1.0,19.8,1
5575,Rachenahalli,2 BHK,1050.0,2.0,52.5,2
5578,Rachenahalli,1 BHK,690.0,1.0,39.8,1
5579,Rachenahalli,2 BHK,1050.0,2.0,47.25,2
5580,Rachenahalli,2 BHK,1050.0,2.0,55.5,2
5581,Rachenahalli,2 BHK,985.0,2.0,49.97,2
5582,Rachenahalli,2 BHK,1050.0,2.0,52.5,2
5583,Rachenahalli,2 BHK,1050.0,2.0,52.08,2
5585,Rachenahalli,2 BHK,1050.0,2.0,52.07,2
5587,Rachenahalli,2 BHK,1050.0,2.0,52.08,2
5588,Rachenahalli,2 BHK,985.0,2.0,49.97,2
5589,Rachenahalli,3 BHK,1856.0,3.0,106.0,3
5590,Rachenahalli,2 BHK,1050.0,2.0,52.5,2
5591,Rachenahalli,2 BHK,985.0,2.0,50.17,2
5592,Rachenahalli,3 BHK,2600.0,3.0,160.0,3
5595,Rachenahalli,2 BHK,985.0,2.0,50.17,2
5596,Rachenahalli,2 BHK,1050.0,2.0,52.71,2
5599,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,43.9,2
5600,Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,45.79,2
5601,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2
5602,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2
5603,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2
5604,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2
5605,Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2
5606,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2
5607,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.39,2
5608,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.79,2
5609,Raja Rajeshwari Nagar,1 BHK,600.0,1.0,22.0,1
5610,Raja Rajeshwari Nagar,3 BHK,1278.0,2.0,53.76,3
5611,Raja Rajeshwari Nagar,1 BHK,500.0,1.0,25.0,1
5612,Raja Rajeshwari Nagar,2 BHK,1143.0,2.0,38.65,2
5613,Raja Rajeshwari Nagar,3 BHK,1610.0,3.0,74.0,3
5614,Raja Rajeshwari Nagar,2 BHK,1105.0,2.0,65.0,2
5616,Raja Rajeshwari Nagar,2 BHK,1258.0,2.0,63.53,2
5617,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,38.24,2
5618,Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,53.8,2
5619,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,47.39,2
5622,Raja Rajeshwari Nagar,2 BHK,1030.0,2.0,50.0,2
5623,Raja Rajeshwari Nagar,2 BHK,1144.0,2.0,38.55,2
5624,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.51,2
5625,Raja Rajeshwari Nagar,3 BHK,1570.0,3.0,88.0,3
5626,Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,61.0,2
5627,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,55.91,2
5628,Raja Rajeshwari Nagar,3 BHK,1608.0,3.0,67.98,3
5630,Raja Rajeshwari Nagar,3 BHK,1575.0,2.0,78.0,3
5631,Raja Rajeshwari Nagar,2 BHK,1200.0,2.0,35.0,2
5632,Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,39.02,2
5633,Raja Rajeshwari Nagar,3 BHK,1570.0,2.0,65.0,3
5635,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.15,2
5636,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.0,2
5638,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,70.0,2
5639,Raja Rajeshwari Nagar,1 BHK,648.0,1.0,31.75,1
5640,Raja Rajeshwari Nagar,2 BHK,1100.0,2.0,55.0,2
5641,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.55,2
5642,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,43.59,2
5644,Raja Rajeshwari Nagar,2 BHK,1023.0,2.0,42.0,2
5645,Raja Rajeshwari Nagar,2 BHK,1070.0,2.0,50.0,2
5647,Raja Rajeshwari Nagar,8 Bedroom,4800.0,8.0,225.0,8
5648,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2
5649,Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,42.85,2
5650,Raja Rajeshwari Nagar,1 BHK,550.0,1.0,21.0,1
5651,Raja Rajeshwari Nagar,2 BHK,1120.0,2.0,37.95,2
5652,Raja Rajeshwari Nagar,2 BHK,1608.0,2.0,85.0,2
5653,Raja Rajeshwari Nagar,2 BHK,1210.0,2.0,45.0,2
5654,Raja Rajeshwari Nagar,2 BHK,1240.0,2.0,53.27,2
5655,Raja Rajeshwari Nagar,3 BHK,1395.0,2.0,72.0,3
5656,Raja Rajeshwari Nagar,2 BHK,1165.0,2.0,45.0,2
5657,Raja Rajeshwari Nagar,3 BHK,1288.0,2.0,70.0,3
5658,Raja Rajeshwari Nagar,2 BHK,1120.0,2.0,37.97,2
5659,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.65,2
5660,Raja Rajeshwari Nagar,2 BHK,1095.0,2.0,38.33,2
5661,Raja Rajeshwari Nagar,3 BHK,1420.0,2.0,60.0,3
5662,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,44.17,2
5664,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,40.17,2
5665,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.27,2
5667,Raja Rajeshwari Nagar,2 BHK,1095.0,2.0,38.33,2
5668,Raja Rajeshwari Nagar,2 BHK,1235.0,2.0,75.0,2
5669,Raja Rajeshwari Nagar,3 BHK,1280.0,3.0,57.6,3
5670,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.79,2
5671,Raja Rajeshwari Nagar,2 BHK,1162.0,2.0,65.0,2
5672,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,38.41,2
5673,Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,49.0,2
5674,Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,54.35,2
5676,Raja Rajeshwari Nagar,2 BHK,1100.0,2.0,50.0,2
5677,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,40.17,2
5679,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,44.17,2
5680,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.44,2
5681,Raja Rajeshwari Nagar,2 BHK,1178.0,2.0,75.0,2
5682,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,40.0,2
5683,Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,39.0,2
5685,Raja Rajeshwari Nagar,3 BHK,1525.0,2.0,99.13,3
5686,Raja Rajeshwari Nagar,2 BHK,1060.0,2.0,48.0,2
5687,Raja Rajeshwari Nagar,6 Bedroom,3900.0,6.0,195.0,6
5688,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2
5690,Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,50.0,2
5692,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,51.15,2
5693,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,53.87,2
5694,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,60.42,2
5695,Raja Rajeshwari Nagar,3 BHK,1693.0,3.0,71.38,3
5696,Raja Rajeshwari Nagar,9 Bedroom,3600.0,9.0,240.0,9
5697,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2
5698,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2
5701,Raja Rajeshwari Nagar,2 BHK,1160.0,2.0,70.0,2
5702,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,38.37,2
5703,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,48.7,2
5704,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.65,2
5705,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.55,2
5706,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2
5707,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,40.0,2
5709,Raja Rajeshwari Nagar,3 BHK,1550.0,3.0,86.8,3
5710,Raja Rajeshwari Nagar,2 BHK,1400.0,2.0,45.0,2
5711,Raja Rajeshwari Nagar,2 BHK,1110.0,2.0,52.0,2
5712,Raja Rajeshwari Nagar,3 BHK,1580.0,3.0,83.74,3
5714,Raja Rajeshwari Nagar,3 BHK,1640.0,3.0,86.8,3
5716,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,51.15,2
5717,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,43.9,2
5718,Raja Rajeshwari Nagar,3 BHK,1279.0,2.0,53.76,3
5719,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2
5720,Raja Rajeshwari Nagar,2 BHK,1240.0,2.0,40.54,2
5721,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,57.0,2
5722,Raja Rajeshwari Nagar,2 BHK,1240.0,2.0,42.04,2
5723,Raja Rajeshwari Nagar,3 BHK,1757.0,3.0,98.0,3
5724,Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,64.0,3
5725,Raja Rajeshwari Nagar,3 BHK,1587.0,3.0,73.8,3
5727,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2
5728,Raja Rajeshwari Nagar,3 BHK,1450.0,2.0,67.0,3
5729,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,57.0,2
5730,Raja Rajeshwari Nagar,2 BHK,945.0,2.0,45.0,2
5731,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.78,2
5732,Raja Rajeshwari Nagar,8 Bedroom,3450.0,7.0,225.0,8
5733,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2
5734,Raja Rajeshwari Nagar,3 BHK,1700.0,2.0,86.0,3
5735,Raja Rajeshwari Nagar,2 BHK,1270.0,2.0,62.0,2
5736,Raja Rajeshwari Nagar,2 BHK,1250.0,2.0,68.0,2
5737,Raja Rajeshwari Nagar,3 BHK,1260.0,2.0,62.0,3
5738,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2
5739,Raja Rajeshwari Nagar,3 BHK,1580.0,2.0,66.85,3
5740,Raja Rajeshwari Nagar,2 BHK,1050.0,2.0,37.0,2
5741,Raja Rajeshwari Nagar,3 BHK,1021.0,3.0,59.0,3
5742,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2
5743,Raja Rajeshwari Nagar,3 BHK,1500.0,3.0,88.0,3
5744,Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,66.0,2
5745,Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,86.0,3
5746,Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,65.0,2
5747,Raja Rajeshwari Nagar,2 BHK,1206.0,2.0,40.7,2
5748,Raja Rajeshwari Nagar,2 BHK,1000.0,2.0,50.0,2
5749,Raja Rajeshwari Nagar,3 BHK,1485.0,2.0,63.0,3
5750,Raja Rajeshwari Nagar,3 BHK,1335.0,2.0,56.0,3
5752,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,42.54,2
5753,Raja Rajeshwari Nagar,3 BHK,1530.0,3.0,64.86,3
5754,Raja Rajeshwari Nagar,3 BHK,1850.0,3.0,98.0,3
5755,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,44.0,2
5756,Raja Rajeshwari Nagar,8 Bedroom,6000.0,8.0,215.0,8
5757,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,39.0,2
5758,Raja Rajeshwari Nagar,1 BHK,510.0,1.0,22.0,1
5759,Raja Rajeshwari Nagar,2 BHK,1187.0,2.0,40.14,2
5760,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,60.0,2
5761,Rajaji Nagar,3 BHK,1640.0,3.0,229.0,3
5762,Rajaji Nagar,3 BHK,2390.0,3.0,415.0,3
5763,Rajaji Nagar,3 BHK,2390.0,3.0,410.0,3
5765,Rajaji Nagar,4 BHK,3516.0,4.0,540.0,4
5766,Rajaji Nagar,3 BHK,1640.0,3.0,223.0,3
5768,Rajaji Nagar,6 Bedroom,1800.0,4.0,324.0,6
5769,Rajaji Nagar,4 BHK,3526.0,4.0,558.0,4
5772,Rajaji Nagar,3 BHK,1800.0,3.0,260.0,3
5773,Rajaji Nagar,3 BHK,1640.0,3.0,241.0,3
5774,Rajaji Nagar,2 BHK,1370.0,2.0,170.0,2
5775,Rajaji Nagar,3 BHK,2409.0,3.0,360.0,3
5777,Rajaji Nagar,2 BHK,1718.0,3.0,288.0,2
5778,Rajaji Nagar,3 BHK,2386.0,3.0,334.0,3
5779,Rajaji Nagar,4 BHK,3436.0,6.0,500.0,4
5780,Rajaji Nagar,2 Bedroom,1200.0,2.0,150.0,2
5781,Rajaji Nagar,2 Bedroom,1160.0,1.0,163.0,2
5782,Rajaji Nagar,1 BHK,660.0,1.0,75.0,1
5783,Rajaji Nagar,2 BHK,1440.0,2.0,170.0,2
5784,Rajaji Nagar,3 BHK,2448.0,3.0,400.0,3
5785,Rajaji Nagar,2 BHK,1440.0,2.0,185.0,2
5786,Rajaji Nagar,3 BHK,1640.0,3.0,230.0,3
5789,Rajaji Nagar,3 BHK,1800.0,2.0,250.0,3
5790,Rajaji Nagar,4 BHK,3100.0,4.0,550.0,4
5791,Rajaji Nagar,4 BHK,3526.0,4.0,598.0,4
5792,Rajaji Nagar,2 BHK,1357.0,2.0,130.0,2
5793,Rajaji Nagar,3 BHK,2300.0,3.0,369.0,3
5795,Rajaji Nagar,3 BHK,2500.0,3.0,350.0,3
5798,Rajaji Nagar,3 BHK,2559.0,3.0,403.0,3
5799,Rajaji Nagar,2 BHK,1763.0,3.0,262.0,2
5805,Rajaji Nagar,3 BHK,2533.0,3.0,425.0,3
5806,Rajaji Nagar,2 BHK,1268.0,2.0,127.0,2
5808,Rajaji Nagar,3 BHK,1640.0,3.0,262.0,3
5809,Rajaji Nagar,2 Bedroom,1200.0,1.0,200.0,2
5810,Rajaji Nagar,3 BHK,2367.0,3.0,375.0,3
5811,Rajaji Nagar,4 Bedroom,2440.0,2.0,415.0,4
5812,Rajaji Nagar,3 BHK,1640.0,3.0,251.0,3
5814,Rajaji Nagar,3 BHK,1640.0,3.0,268.0,3
5815,Rajaji Nagar,3 BHK,2367.0,4.0,340.0,3
5817,Rajaji Nagar,5 BHK,3600.0,5.0,510.0,5
5818,Rajaji Nagar,4 Bedroom,1350.0,4.0,230.0,4
5821,Rajaji Nagar,5 Bedroom,2400.0,5.0,408.0,5
5822,Rajaji Nagar,3 BHK,2500.0,3.0,340.0,3
5823,Rajaji Nagar,3 BHK,2390.0,3.0,372.0,3
5824,Rajaji Nagar,3 BHK,2415.0,3.0,399.0,3
5825,Rajaji Nagar,2 BHK,1718.0,3.0,275.0,2
5826,Rajaji Nagar,2 BHK,1763.0,3.0,240.0,2
5828,Rajaji Nagar,3 BHK,2409.0,3.0,395.0,3
5829,Rajaji Nagar,2 Bedroom,1314.0,2.0,225.0,2
5830,Rajaji Nagar,2 BHK,1440.0,2.0,165.0,2
5831,Rajaji Nagar,3 BHK,1640.0,3.0,245.0,3
5832,Rajiv Nagar,3 BHK,1690.0,3.0,125.0,3
5833,Rajiv Nagar,2 BHK,1263.0,2.0,93.32,2
5834,Rajiv Nagar,4 BHK,2340.0,4.0,148.0,4
5835,Rajiv Nagar,4 BHK,2340.0,5.0,129.0,4
5836,Rajiv Nagar,2 BHK,1330.0,2.0,93.0,2
5837,Rajiv Nagar,4 BHK,2340.0,5.0,129.0,4
5838,Rajiv Nagar,2 BHK,1309.0,2.0,80.0,2
5839,Rajiv Nagar,4 BHK,2340.0,4.0,145.0,4
5840,Rajiv Nagar,4 BHK,2330.0,5.0,175.0,4
5841,Rajiv Nagar,4 BHK,2340.0,5.0,160.0,4
5842,Ramagondanahalli,2 BHK,1151.0,2.0,48.77,2
5843,Ramagondanahalli,2 BHK,1251.0,2.0,47.0,2
5844,Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2
5845,Ramagondanahalli,3 BHK,1610.0,2.0,111.0,3
5846,Ramagondanahalli,1 Bedroom,540.0,1.0,30.0,1
5848,Ramagondanahalli,2 BHK,1235.0,2.0,46.8,2
5849,Ramagondanahalli,2 BHK,1215.0,2.0,51.26,2
5850,Ramagondanahalli,3 BHK,2257.0,4.0,157.0,3
5851,Ramagondanahalli,2 BHK,1251.0,2.0,47.4,2
5852,Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3
5853,Ramagondanahalli,2 BHK,920.0,2.0,65.0,2
5854,Ramagondanahalli,2 BHK,1215.0,2.0,45.5,2
5856,Ramagondanahalli,2 BHK,1253.0,2.0,52.66,2
5857,Ramagondanahalli,2 BHK,1295.0,2.0,95.0,2
5858,Ramagondanahalli,2 BHK,1151.0,2.0,50.5,2
5859,Ramagondanahalli,2 BHK,1235.0,2.0,49.3,2
5860,Ramagondanahalli,3 BHK,2257.0,3.0,159.0,3
5861,Ramagondanahalli,2 BHK,1295.0,2.0,95.0,2
5863,Ramagondanahalli,3 BHK,1910.0,3.0,142.0,3
5864,Ramagondanahalli,2 BHK,1215.0,2.0,46.1,2
5866,Ramagondanahalli,2 BHK,1251.0,2.0,50.0,2
5867,Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3
5868,Ramagondanahalli,2 BHK,1151.0,2.0,43.6,2
5870,Ramagondanahalli,2 BHK,1251.0,2.0,53.0,2
5871,Ramagondanahalli,2 Bedroom,845.0,2.0,45.82,2
5872,Ramagondanahalli,3 BHK,1910.0,3.0,150.0,3
5874,Ramagondanahalli,3 BHK,2040.0,3.0,114.0,3
5876,Ramagondanahalli,2 BHK,1251.0,2.0,46.0,2
5878,Ramagondanahalli,2 BHK,1151.0,2.0,46.0,2
5879,Ramagondanahalli,3 BHK,1610.0,2.0,112.0,3
5880,Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3
5881,Ramagondanahalli,3 Bedroom,1200.0,3.0,56.1,3
5882,Ramagondanahalli,4 BHK,2787.0,5.0,220.0,4
5884,Ramagondanahalli,2 BHK,1125.0,2.0,75.0,2
5885,Ramagondanahalli,2 BHK,1151.0,2.0,42.5,2
5886,Ramagondanahalli,3 BHK,2257.0,3.0,155.0,3
5887,Ramagondanahalli,3 BHK,1500.0,3.0,100.0,3
5889,Ramagondanahalli,3 BHK,1910.0,3.0,131.0,3
5890,Ramamurthy Nagar,4 Bedroom,3700.0,4.0,225.0,4
5891,Ramamurthy Nagar,5 Bedroom,3500.0,5.0,150.0,5
5892,Ramamurthy Nagar,2 BHK,1050.0,2.0,37.0,2
5893,Ramamurthy Nagar,2 BHK,1040.0,2.0,50.0,2
5895,Ramamurthy Nagar,2 Bedroom,1200.0,3.0,72.0,2
5896,Ramamurthy Nagar,1 BHK,360.0,1.0,26.0,1
5897,Ramamurthy Nagar,2 BHK,950.0,2.0,50.79,2
5898,Ramamurthy Nagar,3 Bedroom,1200.0,2.0,66.0,3
5899,Ramamurthy Nagar,3 BHK,1525.0,3.0,100.0,3
5900,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,80.0,2
5901,Ramamurthy Nagar,2 BHK,1200.0,2.0,42.0,2
5903,Ramamurthy Nagar,2 Bedroom,1100.0,2.0,68.0,2
5904,Ramamurthy Nagar,2 BHK,1185.0,2.0,45.5,2
5905,Ramamurthy Nagar,2 BHK,1170.0,2.0,46.8,2
5906,Ramamurthy Nagar,2 BHK,1150.0,2.0,51.0,2
5907,Ramamurthy Nagar,2 BHK,1200.0,2.0,48.0,2
5909,Ramamurthy Nagar,2 Bedroom,600.0,3.0,45.0,2
5910,Ramamurthy Nagar,2 Bedroom,1110.0,2.0,65.0,2
5912,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,78.0,2
5914,Ramamurthy Nagar,1 Bedroom,600.0,1.0,43.0,1
5915,Ramamurthy Nagar,2 Bedroom,1006.0,2.0,57.0,2
5916,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,76.0,2
5919,Ramamurthy Nagar,2 BHK,700.0,2.0,33.0,2
5920,Ramamurthy Nagar,2 BHK,1125.0,2.0,47.0,2
5921,Ramamurthy Nagar,2 BHK,1000.0,2.0,62.0,2
5922,Ramamurthy Nagar,2 BHK,1334.0,2.0,67.0,2
5923,Ramamurthy Nagar,2 BHK,1200.0,2.0,46.0,2
5924,Ramamurthy Nagar,2 BHK,1200.0,2.0,57.9,2
5926,Ramamurthy Nagar,2 BHK,1360.0,2.0,45.0,2
5927,Ramamurthy Nagar,2 BHK,1170.0,2.0,44.0,2
5928,Ramamurthy Nagar,4 Bedroom,2200.0,4.0,130.0,4
5929,Ramamurthy Nagar,2 BHK,1050.0,2.0,51.66,2
5930,Ramamurthy Nagar,4 Bedroom,2916.0,5.0,230.0,4
5931,Ramamurthy Nagar,3 Bedroom,2316.0,3.0,125.0,3
5932,Ramamurthy Nagar,2 BHK,1101.0,2.0,50.0,2
5933,Ramamurthy Nagar,2 BHK,1150.0,2.0,40.0,2
5935,Ramamurthy Nagar,2 BHK,1050.0,2.0,37.8,2
5936,Ramamurthy Nagar,2 BHK,935.0,2.0,39.0,2
5937,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,68.0,2
5938,Ramamurthy Nagar,1 Bedroom,540.0,1.0,35.0,1
5939,Ramamurthy Nagar,2 BHK,960.0,2.0,35.0,2
5940,Rayasandra,3 BHK,1314.0,2.0,63.0,3
5941,Rayasandra,2 BHK,1065.0,2.0,44.95,2
5942,Rayasandra,3 BHK,1708.0,3.0,75.0,3
5943,Rayasandra,3 BHK,1199.0,2.0,48.5,3
5944,Rayasandra,3 BHK,1577.0,3.0,67.0,3
5945,Rayasandra,2 BHK,1253.0,2.0,57.0,2
5946,Rayasandra,1 BHK,583.0,1.0,26.9,1
5947,Rayasandra,2 BHK,1198.0,2.0,54.0,2
5948,Rayasandra,3 BHK,1555.0,3.0,75.17,3
5949,Rayasandra,3 BHK,1458.0,3.0,60.0,3
5950,Rayasandra,3 BHK,1179.0,2.0,55.0,3
5951,Rayasandra,3 BHK,1601.0,3.0,70.0,3
5952,Rayasandra,4 BHK,1708.0,3.0,76.0,4
5953,Rayasandra,1 BHK,470.0,1.0,21.0,1
5954,Rayasandra,5 BHK,3600.0,5.0,145.0,5
5955,Rayasandra,3 BHK,1357.0,2.0,59.0,3
5957,Sahakara Nagar,3 BHK,1500.0,2.0,95.0,3
5958,Sahakara Nagar,2 BHK,1100.0,2.0,56.0,2
5959,Sahakara Nagar,2 BHK,1219.0,2.0,48.0,2
5960,Sahakara Nagar,3 BHK,1100.0,2.0,75.0,3
5961,Sahakara Nagar,3 BHK,1655.0,3.0,115.0,3
5962,Sahakara Nagar,2 BHK,1150.0,2.0,54.0,2
5963,Sahakara Nagar,2 BHK,1270.0,2.0,69.85,2
5964,Sahakara Nagar,2 BHK,960.0,2.0,56.0,2
5965,Sahakara Nagar,2 BHK,1048.0,2.0,50.0,2
5966,Sahakara Nagar,2 BHK,1160.0,2.0,55.0,2
5967,Sahakara Nagar,3 BHK,1200.0,2.0,75.0,3
5968,Sahakara Nagar,4 BHK,2500.0,4.0,200.0,4
5969,Sahakara Nagar,3 BHK,1914.0,3.0,179.0,3
5970,Sahakara Nagar,3 BHK,1500.0,3.0,125.0,3
5971,Sahakara Nagar,2 BHK,1100.0,2.0,55.0,2
5972,Sahakara Nagar,3 BHK,1914.0,3.0,149.0,3
5973,Sahakara Nagar,2 BHK,1000.0,2.0,60.0,2
5975,Sahakara Nagar,2 BHK,1175.0,2.0,49.0,2
5976,Sahakara Nagar,3 BHK,1370.0,2.0,90.0,3
5977,Sahakara Nagar,2 BHK,1100.0,2.0,55.0,2
5978,Sahakara Nagar,3 BHK,1100.0,2.0,75.0,3
5979,Sahakara Nagar,2 BHK,1180.0,2.0,72.0,2
5980,Sahakara Nagar,2 BHK,1200.0,2.0,60.0,2
5981,Sahakara Nagar,2 BHK,1032.0,2.0,45.0,2
5982,Sahakara Nagar,2 BHK,1200.0,2.0,46.0,2
5983,Sahakara Nagar,2 BHK,1270.0,2.0,96.0,2
5984,Sahakara Nagar,2 BHK,1201.0,2.0,80.0,2
5985,Sahakara Nagar,2 BHK,1200.0,2.0,54.0,2
5986,Sahakara Nagar,2 BHK,1291.0,2.0,72.3,2
5987,Sanjay nagar,2 BHK,1000.0,2.0,70.0,2
5988,Sanjay nagar,2 BHK,1100.0,2.0,98.0,2
5989,Sanjay nagar,2 BHK,1150.0,2.0,72.2,2
5990,Sanjay nagar,3 BHK,1800.0,3.0,180.0,3
5991,Sanjay nagar,2 BHK,630.0,1.0,35.0,2
5992,Sanjay nagar,5 BHK,3300.0,3.0,250.0,5
5993,Sanjay nagar,3 BHK,1900.0,2.0,180.0,3
5994,Sanjay nagar,2 BHK,1575.0,2.0,90.0,2
5997,Sanjay nagar,2 BHK,960.0,2.0,55.0,2
5998,Sanjay nagar,2 BHK,1050.0,2.0,59.0,2
5999,Sanjay nagar,2 BHK,1150.0,2.0,70.0,2
6000,Sanjay nagar,3 BHK,1500.0,3.0,150.0,3
6001,Sanjay nagar,2 BHK,1180.0,2.0,80.0,2
6002,Sarakki Nagar,3 BHK,2121.0,4.0,253.0,3
6003,Sarakki Nagar,3 BHK,2289.0,3.0,260.0,3
6004,Sarakki Nagar,3 BHK,2500.0,4.0,325.0,3
6005,Sarakki Nagar,3 BHK,2145.0,4.0,270.0,3
6006,Sarakki Nagar,3 Bedroom,1200.0,3.0,128.0,3
6007,Sarakki Nagar,3 BHK,2663.0,4.0,338.0,3
6008,Sarakki Nagar,3 BHK,1840.0,4.0,175.0,3
6012,Sarjapur,3 Bedroom,2250.0,3.0,148.0,3
6013,Sarjapur,3 Bedroom,1600.0,3.0,75.0,3
6014,Sarjapur,2 BHK,1242.5,2.0,43.49,2
6015,Sarjapur,2 BHK,913.0,2.0,32.0,2
6016,Sarjapur,2 BHK,1128.0,2.0,60.0,2
6017,Sarjapur,2 BHK,1185.0,2.0,47.0,2
6018,Sarjapur,3 BHK,900.0,2.0,42.0,3
6019,Sarjapur,1 BHK,649.5,1.0,17.535,1
6020,Sarjapur,2 BHK,1020.0,2.0,35.0,2
6021,Sarjapur,2 BHK,1195.0,2.0,42.0,2
6022,Sarjapur,2 BHK,1240.0,2.0,44.0,2
6024,Sarjapur,2 BHK,950.0,2.0,32.5,2
6025,Sarjapur,3 BHK,1285.0,2.0,68.0,3
6027,Sarjapur,2 BHK,925.0,2.0,25.0,2
6028,Sarjapur,4 Bedroom,3190.0,3.0,160.0,4
6029,Sarjapur,2 BHK,1215.0,2.0,40.0,2
6031,Sarjapur,3 Bedroom,1200.0,3.0,78.0,3
6032,Sarjapur,2 BHK,1000.0,2.0,30.0,2
6033,Sarjapur,2 BHK,1157.0,2.0,40.0,2
6034,Sarjapur,3 Bedroom,2238.0,3.0,140.0,3
6035,Sarjapur,3 BHK,2020.0,3.0,85.0,3
